Gender,Own_Car,Own_Realty,Children,Annual_Income,Income_Type,Education,Marital_Status,Housing_Type,Age,Years_Employed,Family_Size,Occupation_Type,TARGET
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,With parents,33,2.4,2.0,Unknown,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,With parents,33,2.4,2.0,Unknown,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,With parents,33,2.4,2.0,Unknown,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,With parents,33,2.4,2.0,Unknown,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,With parents,33,2.4,2.0,Unknown,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,With parents,33,2.4,2.0,Unknown,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,With parents,33,2.4,2.0,Unknown,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,With parents,33,2.4,2.0,Unknown,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,With parents,33,2.4,2.0,Unknown,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,48,5.2,1.0,Laborers,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,48,5.2,1.0,Laborers,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,48,5.2,1.0,Laborers,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,48,5.2,1.0,Laborers,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,48,5.2,1.0,Laborers,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,48,5.2,1.0,Laborers,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,48,5.2,1.0,Laborers,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,48,5.2,1.0,Laborers,0
F,N,Y,0,225000.0,Working,Higher education,Married,House / apartment,44,8.1,2.0,Managers,0
F,N,Y,0,225000.0,Working,Higher education,Married,House / apartment,44,8.1,2.0,Managers,0
F,N,Y,0,225000.0,Working,Higher education,Married,House / apartment,44,8.1,2.0,Managers,0
F,N,Y,0,225000.0,Working,Higher education,Married,House / apartment,44,8.1,2.0,Managers,0
F,N,Y,0,225000.0,Working,Higher education,Married,House / apartment,44,8.1,2.0,Managers,0
F,N,Y,0,225000.0,Working,Higher education,Married,House / apartment,44,8.1,2.0,Managers,0
F,N,Y,0,225000.0,Working,Higher education,Married,House / apartment,44,8.1,2.0,Managers,0
F,N,Y,0,225000.0,Working,Higher education,Married,House / apartment,44,8.1,2.0,Managers,0
F,N,Y,0,225000.0,Working,Higher education,Married,House / apartment,44,8.1,2.0,Managers,0
F,N,Y,0,225000.0,Working,Higher education,Married,House / apartment,44,8.1,2.0,Managers,0
F,N,Y,0,225000.0,Working,Higher education,Married,House / apartment,44,8.1,2.0,Managers,0
F,N,Y,0,225000.0,Working,Higher education,Married,House / apartment,44,8.1,2.0,Managers,0
F,N,Y,0,225000.0,Working,Higher education,Married,House / apartment,44,8.1,2.0,Managers,0
F,N,Y,0,225000.0,Working,Higher education,Married,House / apartment,44,8.1,2.0,Managers,0
F,N,Y,0,225000.0,Working,Higher education,Married,House / apartment,44,8.1,2.0,Managers,0
F,N,Y,0,225000.0,Working,Higher education,Married,House / apartment,44,8.1,2.0,Managers,0
M,Y,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,36,2.2,2.0,Low-skill Laborers,0
F,N,Y,2,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,45,15.4,4.0,Low-skill Laborers,0
F,N,Y,2,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,45,15.4,4.0,Low-skill Laborers,0
F,N,Y,2,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,45,15.4,4.0,Low-skill Laborers,0
F,N,Y,2,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,45,15.4,4.0,Low-skill Laborers,0
F,N,Y,2,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,45,15.4,4.0,Low-skill Laborers,0
F,N,Y,2,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,45,15.4,4.0,Low-skill Laborers,0
F,N,Y,2,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,45,15.4,4.0,Low-skill Laborers,0
F,N,Y,2,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,45,15.4,4.0,Low-skill Laborers,0
F,N,Y,2,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,45,15.4,4.0,Low-skill Laborers,0
F,N,Y,2,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,45,15.4,4.0,Low-skill Laborers,0
F,Y,Y,2,67500.0,Working,Secondary / secondary special,Married,House / apartment,38,2.3,4.0,Sales staff,0
F,Y,Y,2,67500.0,Working,Secondary / secondary special,Married,House / apartment,38,2.3,4.0,Sales staff,0
F,N,Y,2,67500.0,Working,Secondary / secondary special,Married,House / apartment,42,2.0,4.0,Cleaning staff,0
F,N,Y,2,67500.0,Working,Secondary / secondary special,Married,House / apartment,42,2.0,4.0,Cleaning staff,0
F,N,Y,2,67500.0,Working,Secondary / secondary special,Married,House / apartment,42,2.0,4.0,Cleaning staff,0
F,N,Y,2,67500.0,Working,Secondary / secondary special,Married,House / apartment,42,2.0,4.0,Cleaning staff,0
F,N,Y,2,67500.0,Working,Secondary / secondary special,Married,House / apartment,42,2.0,4.0,Cleaning staff,0
F,N,Y,2,67500.0,Working,Secondary / secondary special,Married,House / apartment,42,2.0,4.0,Cleaning staff,0
F,N,Y,2,67500.0,Working,Secondary / secondary special,Married,House / apartment,42,2.0,4.0,Cleaning staff,0
F,N,Y,2,67500.0,Working,Secondary / secondary special,Married,House / apartment,42,2.0,4.0,Cleaning staff,0
F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,34,0.6,2.0,Sales staff,0
F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,34,0.6,2.0,Sales staff,0
F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,34,0.6,2.0,Sales staff,0
F,N,Y,2,103500.0,Working,Secondary / secondary special,Married,House / apartment,39,18.1,4.0,Medicine staff,0
F,N,Y,2,103500.0,Working,Secondary / secondary special,Married,House / apartment,39,18.1,4.0,Medicine staff,0
F,N,Y,2,103500.0,Working,Secondary / secondary special,Married,House / apartment,39,18.1,4.0,Medicine staff,0
F,N,Y,2,103500.0,Working,Secondary / secondary special,Married,House / apartment,39,18.1,4.0,Medicine staff,0
F,N,Y,0,135000.0,Commercial associate,Higher education,Married,House / apartment,37,4.7,2.0,Accountants,0
M,Y,Y,0,112500.0,Pensioner,Higher education,Married,House / apartment,64,0.0,2.0,Unknown,0
M,Y,Y,0,112500.0,Pensioner,Higher education,Married,House / apartment,64,0.0,2.0,Unknown,0
M,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63,0.0,2.0,Unknown,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,46,4.0,2.0,Unknown,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,46,4.0,2.0,Unknown,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,46,4.0,2.0,Unknown,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,46,4.0,2.0,Unknown,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,46,4.0,2.0,Unknown,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,46,4.0,2.0,Unknown,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,46,4.0,2.0,Unknown,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,46,4.0,2.0,Unknown,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,46,4.0,2.0,Unknown,0
F,N,Y,0,54000.0,Working,Secondary / secondary special,Separated,House / apartment,31,3.7,1.0,Cooking staff,0
M,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,27,4.0,4.0,Unknown,0
M,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,27,4.0,4.0,Unknown,0
M,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,27,4.0,4.0,Unknown,0
M,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,27,4.0,4.0,Unknown,0
M,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,27,4.0,4.0,Unknown,0
M,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,27,4.0,4.0,Unknown,0
M,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,27,4.0,4.0,Unknown,0
M,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,27,4.0,4.0,Unknown,0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,66,0.0,1.0,Unknown,0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,66,0.0,1.0,Unknown,0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,66,0.0,1.0,Unknown,0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,66,0.0,1.0,Unknown,0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,66,0.0,1.0,Unknown,0
F,N,Y,0,144000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,36,15.1,2.0,High skill tech staff,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,39,1.7,1.0,Cleaning staff,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,39,1.7,1.0,Cleaning staff,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,39,1.7,1.0,Cleaning staff,0
F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,66,0.0,2.0,Unknown,0
F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,66,0.0,2.0,Unknown,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,51,5.6,2.0,Core staff,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,51,5.6,2.0,Core staff,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,51,5.6,2.0,Core staff,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,51,5.6,2.0,Core staff,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,51,5.6,2.0,Core staff,0
M,Y,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62,0.0,2.0,Unknown,0
M,Y,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62,0.0,2.0,Unknown,0
M,Y,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62,0.0,2.0,Unknown,0
M,Y,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62,0.0,2.0,Unknown,0
F,N,N,0,148500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,40,6.0,2.0,Sales staff,0
F,N,N,0,148500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,40,6.0,2.0,Sales staff,0
F,N,N,0,148500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,40,6.0,2.0,Sales staff,0
M,N,Y,2,225000.0,Working,Incomplete higher,Married,House / apartment,40,0.4,4.0,Core staff,0
M,N,Y,2,225000.0,Working,Incomplete higher,Married,House / apartment,40,0.4,4.0,Core staff,0
M,N,Y,2,225000.0,Working,Incomplete higher,Married,House / apartment,40,0.4,4.0,Core staff,0
F,N,Y,1,211500.0,Working,Higher education,Married,House / apartment,34,6.4,3.0,Core staff,0
F,N,Y,1,211500.0,Working,Higher education,Married,House / apartment,34,6.4,3.0,Core staff,0
F,N,Y,1,211500.0,Working,Higher education,Married,House / apartment,34,6.4,3.0,Core staff,0
F,N,Y,1,211500.0,Working,Higher education,Married,House / apartment,34,6.4,3.0,Core staff,0
F,N,Y,1,211500.0,Working,Higher education,Married,House / apartment,34,6.4,3.0,Core staff,0
F,N,Y,0,112500.0,Commercial associate,Higher education,Single / not married,House / apartment,43,13.7,1.0,Sales staff,0
F,N,Y,0,90000.0,Working,Higher education,Married,House / apartment,37,16.7,2.0,Unknown,0
F,N,Y,0,90000.0,Working,Higher education,Married,House / apartment,37,16.7,2.0,Unknown,0
F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,47,13.0,2.0,Medicine staff,0
F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,47,13.0,2.0,Medicine staff,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,42,8.7,2.0,Laborers,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,42,8.7,2.0,Laborers,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,42,8.7,2.0,Laborers,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,42,8.7,2.0,Laborers,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,42,8.7,2.0,Laborers,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,42,8.7,2.0,Laborers,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,42,8.7,2.0,Laborers,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,42,8.7,2.0,Laborers,0
F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,33,7.6,2.0,Laborers,0
F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,33,7.6,2.0,Laborers,0
F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,33,7.6,2.0,Laborers,0
F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,33,7.6,2.0,Laborers,0
F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,33,7.6,2.0,Laborers,0
F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,33,7.6,2.0,Laborers,0
F,N,Y,0,60750.0,Pensioner,Higher education,Married,House / apartment,54,0.0,2.0,Unknown,0
F,N,Y,0,60750.0,Pensioner,Higher education,Married,House / apartment,54,0.0,2.0,Unknown,0
F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,40,4.8,3.0,Sales staff,0
F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,40,4.8,3.0,Sales staff,0
F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,40,4.8,3.0,Sales staff,0
F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,40,4.8,3.0,Sales staff,0
F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,40,4.8,3.0,Sales staff,0
F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,40,4.8,3.0,Sales staff,0
F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,40,4.8,3.0,Sales staff,0
F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,60,0.0,1.0,Unknown,0
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,56,0.0,1.0,Unknown,0
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,56,0.0,1.0,Unknown,0
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,56,0.0,1.0,Unknown,0
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,56,0.0,1.0,Unknown,0
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,56,0.0,1.0,Unknown,0
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,56,0.0,1.0,Unknown,0
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,56,0.0,1.0,Unknown,0
F,N,N,2,225000.0,Working,Secondary / secondary special,Married,With parents,33,6.5,4.0,Sales staff,0
F,N,N,2,225000.0,Working,Secondary / secondary special,Married,With parents,33,6.5,4.0,Sales staff,0
F,N,N,2,225000.0,Working,Secondary / secondary special,Married,With parents,33,6.5,4.0,Sales staff,0
F,N,N,2,225000.0,Working,Secondary / secondary special,Married,With parents,33,6.5,4.0,Sales staff,0
F,N,N,2,225000.0,Working,Secondary / secondary special,Married,With parents,33,6.5,4.0,Sales staff,0
F,N,N,2,225000.0,Working,Secondary / secondary special,Married,With parents,33,6.5,4.0,Sales staff,0
F,N,N,2,225000.0,Working,Secondary / secondary special,Married,With parents,33,6.5,4.0,Sales staff,0
F,N,N,2,225000.0,Working,Secondary / secondary special,Married,With parents,33,6.5,4.0,Sales staff,0
F,N,N,2,225000.0,Working,Secondary / secondary special,Married,With parents,33,6.5,4.0,Sales staff,0
F,N,Y,0,225000.0,Commercial associate,Incomplete higher,Married,With parents,27,3.3,2.0,Accountants,0
F,N,Y,0,225000.0,Commercial associate,Incomplete higher,Married,With parents,27,3.3,2.0,Accountants,0
F,N,Y,0,225000.0,Commercial associate,Incomplete higher,Married,With parents,27,3.3,2.0,Accountants,0
F,N,Y,0,252000.0,State servant,Secondary / secondary special,Married,House / apartment,50,0.4,2.0,Medicine staff,0
F,N,Y,0,252000.0,State servant,Secondary / secondary special,Married,House / apartment,50,0.4,2.0,Medicine staff,0
F,N,Y,0,252000.0,State servant,Secondary / secondary special,Married,House / apartment,50,0.4,2.0,Medicine staff,0
F,N,N,0,45000.0,Working,Secondary / secondary special,Married,House / apartment,48,7.8,2.0,Sales staff,0
F,N,N,0,45000.0,Working,Secondary / secondary special,Married,House / apartment,48,7.8,2.0,Sales staff,0
F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,61,1.5,2.0,Cleaning staff,0
F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,61,1.5,2.0,Cleaning staff,0
F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,61,1.5,2.0,Cleaning staff,0
F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,61,1.5,2.0,Cleaning staff,0
